4293	4293	1.000	830	0	0	1	830	1	830	0.000E+00	1763
444	444	1.000	701	0	0	1	701	1	701	0.000E+00	1452
4469	4469	1.000	830	0	0	1	830	1	830	0.000E+00	1759
4469	4520	0.857	829	118	0	3	830	1	829	0.000E+00	1542
453	453	1.000	696	0	0	1	696	1	696	0.000E+00	1425
456	456	1.000	697	0	0	1	697	1	697	0.000E+00	1422
4039	4039	1.000	836	0	0	1	836	1	836	0.000E+00	1772
4184	4184	1.000	786	0	0	1	786	1	786	0.000E+00	1657
445	445	1.000	759	0	0	1	759	1	759	0.000E+00	1558
454	454	1.000	720	0	0	1	720	1	720	0.000E+00	1490
457	457	1.000	936	0	0	1	936	1	936	0.000E+00	1984
2100	2100	1.000	829	0	0	1	829	1	829	0.000E+00	1759
213	213	1.000	714	0	0	1	714	1	714	0.000E+00	1479
2279	2279	1.000	828	0	0	1	828	1	828	0.000E+00	1746
2279	2043	0.949	827	42	0	1	827	1	827	0.000E+00	1679
2279	4348	0.914	827	71	0	1	827	1	827	0.000E+00	1613
2279	5008	0.891	827	90	0	1	827	1	827	0.000E+00	1583
2279	2232	0.885	827	95	0	1	827	1	827	0.000E+00	1571
2279	1668	0.821	827	148	0	1	827	1	827	0.000E+00	1460
240	240	1.000	665	0	0	1	665	1	665	0.000E+00	1372
2677	2677	1.000	831	0	0	1	831	1	831	0.000E+00	1760
2677	3233	1.000	831	0	0	1	831	1	831	0.000E+00	1760
2677	4861	0.959	831	34	0	1	831	1	831	0.000E+00	1703
2677	680	0.959	830	34	0	2	831	1	830	0.000E+00	1701
1071	1071	1.000	831	0	0	1	831	1	831	0.000E+00	1740
113	113	1.000	701	0	0	1	701	1	701	0.000E+00	1418
119	119	1.000	697	0	0	1	697	1	697	0.000E+00	1426
128	128	1.000	642	0	0	1	642	1	642	0.000E+00	1319
149	149	1.000	735	0	0	1	735	1	735	0.000E+00	1514
5042	5042	1.000	718	0	0	1	718	1	718	0.000E+00	1518
5042	4760	0.972	698	19	0	40	718	1	698	0.000E+00	1420
5042	1120	0.969	698	21	0	40	718	1	698	0.000E+00	1416
535	535	1.000	695	0	0	1	695	1	695	0.000E+00	1434
593	593	1.000	695	0	0	1	695	1	695	0.000E+00	1460
650	650	1.000	696	0	0	1	696	1	696	0.000E+00	1439
68	68	1.000	715	0	0	1	715	1	715	0.000E+00	1500
642	642	1.000	714	0	0	1	714	1	714	0.000E+00	1487
671	671	1.000	702	0	0	1	702	1	702	0.000E+00	1440
70	70	1.000	737	0	0	1	737	1	737	0.000E+00	1510
102	102	1.000	704	0	0	1	704	1	704	0.000E+00	1468
108	108	1.000	708	0	0	1	708	1	708	0.000E+00	1458
4543	4543	1.000	832	0	0	1	832	1	832	0.000E+00	1761
466	466	1.000	708	0	0	1	708	1	708	0.000E+00	1441
4746	4746	1.000	842	0	0	1	842	1	842	0.000E+00	1772
501	501	1.000	726	0	0	1	726	1	726	0.000E+00	1510
504	504	1.000	693	0	0	1	693	1	693	0.000E+00	1429
3294	3294	1.000	849	0	0	1	849	1	849	0.000E+00	1794
