1	1	1.000	245	0	0	1	245	1	245	6.844E-162	497
1027	1027	1.000	730	0	0	1	730	1	730	0.000E+00	1527
1056	1056	1.000	229	0	0	1	229	1	229	1.362E-153	473
1085	1085	1.000	228	0	0	1	228	1	228	3.659E-144	445
1113	1113	1.000	706	0	0	1	706	1	706	0.000E+00	1436
1177	1177	1.000	339	0	0	1	339	1	339	2.085E-225	686
1205	1205	1.000	257	0	0	1	257	1	257	1.045E-176	541
1205	2890	1.000	253	0	0	1	253	1	253	1.075E-173	532
1234	1234	1.000	232	0	0	1	232	1	232	2.217E-150	464
1263	1263	1.000	248	0	0	1	248	1	248	2.170E-165	508
1292	1292	1.000	225	0	0	1	225	1	225	1.804E-148	458
1465	1465	1.000	216	0	0	1	216	1	216	2.352E-142	439
1494	1494	1.000	704	0	0	1	704	1	704	0.000E+00	1437
1522	1522	1.000	344	0	0	1	344	1	344	1.545E-226	690
1551	1551	1.000	232	0	0	1	232	1	232	9.189E-155	476
1580	1580	1.000	219	0	0	1	219	1	219	3.831E-139	430
959	959	1.000	331	0	0	1	331	1	331	1.546E-216	660
988	988	1.000	225	0	0	1	225	1	225	1.197E-147	455
1015	1015	1.000	302	0	0	1	302	1	302	6.998E-200	610
1044	1044	1.000	264	0	0	1	264	1	264	6.763E-169	519
1073	1073	1.000	226	0	0	1	226	1	226	2.516E-151	466
123	123	1.000	227	0	0	1	227	1	227	7.249E-155	476
1259	1259	1.000	252	0	0	1	252	1	252	3.266E-164	505
1259	2696	1.000	250	0	0	1	250	1	250	1.436E-162	500
1288	1288	1.000	224	0	0	1	224	1	224	6.075E-148	456
1637	1637	1.000	257	0	0	1	257	1	257	6.668E-169	518
1666	1666	1.000	243	0	0	1	243	1	243	2.348E-165	507
545	545	1.000	229	0	0	1	229	1	229	1.498E-154	475
574	574	1.000	225	0	0	1	225	1	225	1.691E-144	446
602	602	1.000	415	0	0	1	415	1	415	7.654E-296	894
631	631	1.000	360	0	0	1	360	1	360	1.266E-239	728
1296	1296	1.000	348	0	0	1	348	1	348	7.975E-228	694
1684	1684	1.000	264	0	0	1	264	1	264	4.073E-167	514
1712	1712	1.000	242	0	0	1	242	1	242	3.939E-161	495
1744	1744	1.000	244	0	0	1	244	1	244	2.095E-160	493
1774	1774	1.000	243	0	0	1	243	1	243	1.416E-163	502
1812	1812	1.000	285	0	0	1	285	1	285	1.093E-189	580
1166	1166	1.000	221	0	0	1	221	1	221	2.109E-145	449
1195	1195	1.000	219	0	0	1	219	1	219	4.646E-151	465
1281	1281	1.000	220	0	0	1	220	1	220	5.341E-142	439
131	131	1.000	704	0	0	1	704	1	704	0.000E+00	1443
1339	1339	1.000	693	0	0	1	693	1	693	0.000E+00	1412
1761	1761	1.000	241	0	0	1	241	1	241	1.872E-157	484
1761	1718	0.979	241	5	0	1	241	1	241	1.278E-153	473
18	18	1.000	733	0	0	1	733	1	733	0.000E+00	1493
1829	1829	1.000	256	0	0	1	256	1	256	1.782E-159	491
1858	1858	1.000	246	0	0	1	246	1	246	3.181E-170	522
189	189	1.000	219	0	0	1	219	1	219	6.568E-148	456
2589	2589	1.000	244	0	0	1	244	1	244	2.789E-163	501
1910	1910	1.000	246	0	0	1	246	1	246	1.975E-165	508
2036	2036	1.000	256	0	0	1	256	1	256	1.638E-168	517
2095	2095	1.000	268	0	0	1	268	1	268	1.282E-176	541
