1000565.METUNv1_02256	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Sterolibacteriaceae; g__Methyloversatilis; s__Methyloversatilis universalis
1002804.HBZC1_04960	r__Root; d__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__Helicobacter bizzozeronii
13037.EHJ74315	r__Root; d__Eukaryota; p__Arthropoda; c__Insecta; o__Lepidoptera; f__Nymphalidae; g__Danaus; s__Danaus plexippus
502779.XP_002791308	r__Root; d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Onygenales
502779.XP_002797292	r__Root; d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Onygenales
504472.Slin_4477	r__Root; d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__Spirosoma linguale
504474.cur_0300	r__Root; d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium urealyticum
504728.Mrub_1705	r__Root; d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus; s__Meiothermus ruber
504832.OCA5_c23420	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Oligotropha; s__Oligotropha carboxidovorans
5057.CADACLAP00006148	r__Root; d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus clavatus
5059.CADAFLAP00003084	r__Root; d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus flavus
5059.CADAFLAP00008532	r__Root; d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus flavus
5061.CADANGAP00008363	r__Root; d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus niger
134676.ACPL_773	r__Root; d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes sp. SE50/110
506534.Rhein_2959	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Rheinheimera; s__Rheinheimera sp. A13L
50743.SCB49_01147	r__Root; d__Bacteria; p__Bacteroidetes
5085.CADAFUBP00008603	r__Root
